"Date Made Public","Company","City","State","Type of breach","Type of organization","Total Records","Description of incident","Information Source","Source URL","Year of Breach","Latitude","Longitude"
"August 6, 2018","TCM Bank, N.A. (“TCM Bank”)","","","UNKN","UNKN","500","Information on this security breach is provided by the Office of the California Attorney General. ** Disclaimer: ** The number of breached records reported reflects our best estimate, based on all the data currently available, surrounding this breach. Because the specific number of breached records was not disclosed in the notification letter sent to the California Attorney General’s Office, the number is estimated as the minimum number of breached records necessary to trigger the obligation of notification to the Attorney General under California statute.
Under Cal. Civ. Code 1798.29, 1798.82, notification to the Attorney General is only required whenever a breach of records affects more than 500 California residents.
If you believe this number is inaccurate, please contact us at chronology@privacyrights.org
","California Attorney General","https://oag.ca.gov/system/files/TCM-%20CA%20Letter%20Template_0.pdf","2017","0.000000","0.000000"
"October 25, 2018","GS1 US, Inc.","","","UNKN","UNKN","500","Information on this security breach is provided by the Office of the California Attorney General. ** Disclaimer: ** The number of breached records reported reflects our best estimate, based on all the data currently available, surrounding this breach. Because the specific number of breached records was not disclosed in the notification letter sent to the California Attorney General?s Office, the number is estimated as the minimum number of breached records necessary to trigger the obligation of notification to the Attorney General under California statute.
Under Cal. Civ. Code 1798.29, 1798.82, notification to the Attorney General is only required whenever a breach of records affects more than 500 California residents.
If you believe this number is inaccurate, please contact us at chronology@privacyrights.org
","California Attorney General","https://oag.ca.gov/system/files/Consumer%20Notification%20Letter_0.pdf","2017","0.000000","0.000000"
"October 12, 2018","California State University East Bay","","","UNKN","UNKN","500","Information on this security breach is provided by the Office of the California Attorney General. ** Disclaimer: ** The number of breached records reported reflects our best estimate, based on all the data currently available, surrounding this breach. Because the specific number of breached records was not disclosed in the notification letter sent to the California Attorney General?s Office, the number is estimated as the minimum number of breached records necessary to trigger the obligation of notification to the Attorney General under California statute.
Under Cal. Civ. Code 1798.29, 1798.82, notification to the Attorney General is only required whenever a breach of records affects more than 500 California residents.
If you believe this number is inaccurate, please contact us at chronology@privacyrights.org
","California Attorney General","https://oag.ca.gov/system/files/California%20State%20University%20East%20Bay%20CA%20Notification%20Letter_0_1.pdf","2017","0.000000","0.000000"
"October 12, 2018","City of Indio/Indio Water Authority","","","UNKN","UNKN","500","Information on this security breach is provided by the Office of the California Attorney General. ** Disclaimer: ** The number of breached records reported reflects our best estimate, based on all the data currently available, surrounding this breach. Because the specific number of breached records was not disclosed in the notification letter sent to the California Attorney General?s Office, the number is estimated as the minimum number of breached records necessary to trigger the obligation of notification to the Attorney General under California statute.
Under Cal. Civ. Code 1798.29, 1798.82, notification to the Attorney General is only required whenever a breach of records affects more than 500 California residents.
If you believe this number is inaccurate, please contact us at chronology@privacyrights.org
","California Attorney General","https://oag.ca.gov/system/files/City%20of%20Indio_CA%20Notification%20Letter_1.pdf","2017","0.000000","0.000000"
"November 19, 2018","Francescas services corporation","","","UNKN","UNKN","84,275","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","0.000000","0.000000"
"November 16, 2018","Pentegra services inc","","","UNKN","UNKN","301","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","0.000000","0.000000"
"November 13, 2018","Stein mart inc","","","UNKN","UNKN","108,322","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","0.000000","0.000000"
"November 7, 2018","Unified trust company n a","","","UNKN","UNKN","43,000","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","0.000000","0.000000"
"October 25, 2018","G s1 u s inc","","","UNKN","UNKN","78,907","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","0.000000","0.000000"
"October 23, 2018","Trans union llc","","","UNKN","UNKN","7,492","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","37.090240","-95.712891"
"October 16, 2018","Chicago property managementand investments","","","UNKN","UNKN","79","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","37.090240","-95.712891"
"October 8, 2018","Trans union llc","","","UNKN","UNKN","242","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","37.090240","-95.712891"
"October 4, 2018","Professional publications inc","","","UNKN","UNKN","1,162","Information on this security breach is provided by the Office of the Indiana Attorney General
","Indiana Attorney General","https://www.in.gov/attorneygeneral/2874.htm","2017","37.090240","-95.712891"
"August 16, 2017","Centura Health, Mercy Family Medicine","","Colorado","PHYS","MED","2,069","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","0.000000","0.000000"
"January 15, 2018","High Plains Surgical Associates","","Wyoming","DISC","MED","607","Location of breached information: Paper/Films
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 8, 2018","Charles River Medical Associates, pc","","Massachusetts","PHYS","MED","9,387","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 5, 2018","Agency for Health Care Administration","","Florida","HACK","MED","30,000","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 5, 2018","Oklahoma State University Center for Health Sciences","","Oklahoma","HACK","EDU","279,865","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 2, 2018","Penn Medicine","","Pennsylvania","PHYS","MED","1,050","Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 25, 2018","Rocky Mountain Women's Health Center, Inc.","","Utah","PHYS","MED","1,123","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 23, 2018","Central States Southeast and Southwest Areas Health and Welfare Fund","","Illinois","DISC","MED","634","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 22, 2018","RGH Enterprises, Inc.","","Ohio","DISC","MED","4,586","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 19, 2018","Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.","","Maryland","HACK","MED","5,228","Location of breached information: Desktop Computer, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 18, 2018","The Pediatric Endocrinology and Diabetes Specialists","","Nevada","HACK","MED","1,021","Location of breached information: Desktop Computer, Electronic Medical Record, Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 12, 2018","Western Washington Medical Group Inc.","","Washington","PHYS","MED","842","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 12, 2018","Pedes Orange County, Inc.","","California","DISC","MED","917","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 12, 2018","Onco360 and CareMed Specialty Pharmacy ","","Kentucky","HACK","MED","53,173","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 9, 2018","Alicia Ann Oswald","","California","DISC","MED","800","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 8, 2018","Palomar Health (Palomar Medical Center (Escondido)","","California","DISC","MED","1,309","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 1, 2018","Steven Yang, D.D.S., Inc.","Reseda","California","PHYS","MED","1","What Happened On the morning of January 6, 2018,  dental office was burglarized and two laptops were stolen. Once discovered, the matter was immediately reported to the Los Angeles Police Department and an internal investigation was started to determine what, if any, health information may have been stored on those devices. What Information Was Involved An investigation has determined that files contained on those devices may have included names, addresses, social security numbers, health insurance numbers and other information regarding California citizens' dental care. To date, they have been unable to locate the stolen devices. ","Security Breach Letter","https://oag.ca.gov/system/files/T875_v02%20-%20Notice_0.pdf","2018","34.201114","-118.536052"
"February 5, 2018","City of Detroit","","Michigan","PHYS","MED","544","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 2, 2018","Eastern Maine Medical Center","","Maine","PHYS","MED","660","Location of breached information: Other Portable Electronic Device
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 1, 2018","Forrest General Hospital","","Mississippi","HACK","MED","1,670","Location of breached information: Email
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 26, 2018","Steven Yang, D.D.S., INC.","","California","PHYS","MED","3,202","Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 26, 2018","Decatur County General Hospital","","Tennessee","HACK","MED","24,000","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 22, 2018","Robert Smith DMD, PC","","Tennessee","HACK","MED","1,500","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 2, 2018","The Sacramento Bee","Sacramento","California","DISC","BSR","19,501,300","The Sacramento Bee said in a statement that a firewall protecting its database was not restored during routine maintenance last month, leaving the 19,501,258 voter files publicly accessible. Additionally, the names, home addresses, email addresses, and phone numbers of 52,873 Sacramento Bee subscribers were compromised.“We take this incident seriously and have begun efforts to notify each of the individuals on the contact list and to provide them resources to help guard against potential misuse of their personal contact information,” the paper said in a statement. “We are also working with the Secretary of State’s office to share with them the details of this intrusion.”","Media","https://gizmodo.com/sacramento-bee-leaked-19-5-million-california-voter-rec-1822835127","2018","38.581572","-121.494400"
"January 17, 2018","Franciscan Health Indianapolis","Indianapolis","Indiana","DISC","MED","2","On 1/6/2018 Franciscan Health Indianpolis suffered a hack that affected 2 records, including names as well as driver's license numbers.","Security Breach Letter","","2018","39.768403","-86.158068"
"February 13, 2018","Community Hospital of Bremen","Bremen","Indiana","DISC","MED","115","On 1/17/2018, suffered a breach affecting 115 records. Acquired information includes SS numbers and names.","Security Breach Letter","","2018","33.721218","-85.145504"
"January 23, 2018","Carite Inc.","Madison Heights","Michigan","HACK","BSO","346","On 1/17 2018 Carite Inc. suffered a breach affecting 346 records, including social security numbers and names. ","Security Breach Letter","","2018","42.485869","-83.105203"
"February 5, 2018","Partners HealthCare System, Inc.","","Massachusetts","HACK","MED","2,450","Location of breached information: Desktop Computer, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 5, 2018","CarePlus Health Plan [case #HU1800066]","","Kentucky","DISC","MED","11,248","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 2, 2018","Ron's Pharmacy Services ","","California","HACK","MED","6,781","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 2, 2018","Triple-S Advantage, Inc. ","","","DISC","MED","36,305","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 1, 2018","Coastal Cape Fear Eye Associates, P.A.","","North Carolina","HACK","MED","925","Location of breached information: Desktop Computer, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 29, 2018","QuadMed","","Wisconsin","DISC","MED","4,549","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 25, 2018","Zachary E. Adkins, DDS","","New Mexico","PHYS","MED","3,677","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 18, 2018","Gillette Medical Imaging","","Wyoming","DISC","MED","4,476","Location of breached information: Paper/Films
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 22, 2018","University of Alaska","Fairbanks","Alaska","HACK","EDU","50","A data breach at the University of Alaska has impacted dozens of current and former employees and students, officials said.. . . The university said the accounts of 50 people were impacted.","Media","https://www.seattletimes.com/nation-world/data-breach-at-university-of-alaska-impacts-staff-students/","2018","0.000000","0.000000"
"February 21, 2018","Missouri Dept. of Mental Health","","Missouri","DISC","MED","1,000","Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 20, 2018","Riverside Logistics Services","Henrico","Virginia","DISC","BSR","142","On February 5, 2018, personal information for certain employees and former employees may have been accessed without authorization. As soon as Riverside discovered the incident, it reported the matter to the FBIâ€™s Internet Crime Complaint Center and notified the Internal Revenue Service/Criminal Investigation to prevent fraudulent activity.","Security Breach Letter","","2018","37.505933","-77.332443"
"February 20, 2018","OneMain Financial","Baltimore","Maryland","PHYS","BSF","1","The branch received customer files from a branch that closed. A review of the files revealed that one customer file was missing.","Security Breach Letter","","2018","39.290385","-76.612189"
"March 2, 2018","Trimont Real Estate Advisors","Atlanta","Georgia","HACK","BSF","6","From approximately January 30, 2018, through February 6, 2018, an unknown person, without authorization, had access to the business email account of a Trimont employee. Trimont first learned that the account was potentially compromised on February 6, 2018, and immediately terminated the intruder's access to the email account and launched an investigation. The investigation has determined that the compromise began with a phishing email sent by the unknown person to the employee on January 30, 2018.","Security Breach Letter","","2018","33.748995","-84.387982"
"February 19, 2018","Cascade Health Services, LLC","Seattle","Washington","INSD","MED","700","On January 26, 2018, Cascade Training Center learned that a company employee gained unauthorized access to the company's payroll and payment platform.Records taken include Account numbers, Drivers license numbers and SSN","Security Breach Letter","","2018","47.606210","-122.332071"
"February 19, 2018","American Neighborhood Mortgage Acceptance Company LLC d/b/a AnnieMac Home Mortgage","Mount Laurel","New Jersey","HACK","BSF","109","""Unauthorized parties accessed certain AnnieMac Home Mortgage employee email accounts through an email phishing scheme. After learning of this incident, AnnieMac Home Mortgage conducted a thorough investigation and determined that the unauthorized parties gained access to the personal information of some of our customers. The personal information that was the subject of the incident was in electronic form.""Records exposed include Account Number and SSN","Security Breach Letter","","2018","39.934002","-74.890999"
"February 16, 2018","Wesley Enhanced Living","Media","Pennsylvania","DISC","MED","300","Wesley Enhanced Living suffered a breach affecting SSN records of 300 record holders. ","Security Breach Letter","","2018","39.916778","-75.387693"
"February 16, 2018","Navistar, Inc.","Lisle","Illinois","DISC","BSR","253","A third-party vendor failed to follow instructed mailing folding protocols. As a result, personal information may have been visible through the envelope window of 1099 mailings, when only a name and address were meant to be seen. Records breached include SSN.","Security Breach Letter","","2018","41.801141","-88.074788"
"February 16, 2018","Marriott International Inc.","Bethesda","Maryland","HACK","BSR","27","Specifically, on February 5, 2018, Mariott discovered that between January 23, 2018 and February 5, 2018, a third party obtained unauthorized access to employee information. A third party successfully posed as a Marriott employee by providing valid employee credentials in order to obtain access to Marriott employee Human Resources accounts. Through  investigation,  have determined that third party had access to the employees' direct deposit information, pay statement and W2 information. Mariott has taken steps to block access to compromised employee accounts and are actively monitoring for fraudulent activity.Breached records include SSN and Account #.","Security Breach Letter","","2018","38.984652","-77.094709"
"February 16, 2018","Country Mutual Insurance Company","Bloomington","Illinois","PHYS","BSF","1,418","""A large mailing was mailed out by our third party vendor. Three COUNTRY Financial packages containing documents with individual personally identifiable information (PII) failed to be delivered by the United States Postal Service to the servicing COUNTRY Representative. They have also been unable to track the current location of these three packages. One additional package containing the same documents was damaged while in transit with the United States Postal Service. In their attempt to resolve the issue they removed the documents and repackaged them. All documents were received by the COUNTRY Representative.""Records breached include Account Numbers and SSN.","Security Breach Letter","","2018","39.165325","-86.526386"
"March 2, 2018","Novozymes US, Inc.","Davis","California","HACK","BSR","158","On or about December 25, 2017, an unauthorized individual executed an email-based attack and gained access to certain emails from a Novozymes employee's email account. Some of the email potentially accessed included the personal information of North Carolina residents. Novozymes discovered the breach on January 11, 2018 and took immediate action to prevent further unauthorized access. Novozymes also promptly investigated the issue, engaged outside counsel, and is notifying affected individuals and offering them consumer protection services. Novozymes is reviewing its policies and procedures and evaluating additional safeguards to help prevent this type of incident in the future.Breached records include Account #, Driver's License, Passport, SSN.","Security Breach Letter","","2018","38.544907","-121.740517"
"February 15, 2018","Balasa Dinverno Foltz LLC","Chicago","Illinois","HACK","BSF","76","On 01/ 24, Aperio, an investment manager that manages certain BDF client assets through its portfolio management platform, informed us that some of our client data was unintentionally compromised.On 01/11, Aperio discovered two Aperio employee email accounts were compromised by a phishing scam that placed an unauthorized auto-forward rule on such accounts. All emails (including emails with sensitive information) sent to such accounts from 08/21/2017 to 01/11/2018 were blind cc'd to two external email addresses.","Security Breach Letter","","2018","41.878114","-87.629798"
"February 15, 2018","Balasa Dinverno Foltz LLC","Chicago","Illinois","HACK","BSF","76","On 01/ 24, Aperio, an investment manager that manages certain BDF client assets through its portfolio management platform, informed us that some of our client data was unintentionally compromised.On 01/11, Aperio discovered two Aperio employee email accounts were compromised by a phishing scam that placed an unauthorized auto-forward rule on such accounts. All emails (including emails with sensitive information) sent to such accounts from 08/21/2017 to 01/11/2018 were blind cc'd to two external email addresses.","Security Breach Letter","","2018","41.878114","-87.629798"
"February 15, 2018","The Saint Louis Trust Company","St. Louis","Missouri","HACK","BSF","90","The Saint Louis Trust Company suffered a breach affecting 90 records, which included Account #.","Security Breach Letter","","2018","38.627003","-90.199404"
"February 15, 2018","Dollar General Corporation","Goodlettsville","Tennessee","DISC","BSR","43","On January 15, 2018, one of our service providers, Ernst & Young LLP (EY), became aware that on three separate occasions during the week of January 8, 2018, one of their tax professionals had mistyped a fax number while transmitting a total of forty-four (44) Tax Credit and Incentive Forms which contained personal information pertaining to 43 current employees and prospective hires of Dollar General. These faxes were transmitted in connection with the Work Opportunity Tax Credit (WOTC) services EY provides to Dollar General. Due to the EY tax professional transposing digits in the fax number, the Forms were sent to an unintended recipient's fax machine (instead of the fax machine located at another EY office).","Security Breach Letter","","2018","36.323107","-86.713330"
"February 15, 2018","LendKey Technologies, Inc.","New York","New York","DISC","MED","6,403","LendKey Technologies, Inc. suffered a breach affecting 6403 records, including Account Numbers, Driver's Licenses, and SSN.","Security Breach Letter","","2018","43.299429","-74.217933"
"February 15, 2018","UNC Health Care","Chapel Hill","North Carolina","DISC","MED","1","Patient's personal information was accidentally faxed to another patient's daughter. The error was immediately identified and the recipient was quickly contacted. The recipient agreed to delete the electronic fax.","Security Breach Letter","","2018","35.913200","-79.055845"
"February 15, 2018","Massachusetts Mutual Life Insurance Company","Springfield","Massachusetts","HACK","BSF","27","Massachusetts Mutual Life Insurance Company suffered a breach affecting 27 records, including Account # and SSN.","Security Breach Letter","","2018","42.101483","-72.589811"
"February 9, 2018","OneMain Financial","Baltimore","Maryland","HACK","BSF","1,253","""An unauthorized individual apparently compromised the personal or work email accts of OneMain customers, & used the email accts to access certain customers OneMain online accts. Based on the review, it does not appear that OneMain was the source of or responsible for the apparent compromise of accts. The personal info involved may have included 1st & last name, phone #, OneMain loan acct #, OneMain rewards acct, & type of ins. purchased.""","Security Breach Letter","","2018","39.290385","-76.612189"
"February 14, 2018","Engle Martin & Associates","Atlanta","Georgia","HACK","BSF","2,508","Engle Martin & Associates suffered a breach affecting 2508 records, including account # and SSN.","Security Breach Letter","","2018","33.748995","-84.387982"
"February 14, 2018","Palo Alto Unified School District","Palo Alto","California","PHYS","EDU","353","On January 18, 2018, Palo Alto Unified School District learned that an employee was storing confidential parent information on his laptop. This same employee had a prior laptop stolen and based on this information, the District conducted an investigation to determine whether personal information was affected by the prior incident. The District's investigation determined that although the stolen laptop was password protected, confidential information may have been stored on the device, including the name, address, and Social Security number for seven (7) North Carolina residents. The District will begin notifying North Carolina residents by U.S. Mail in accordance with North Carolina law in substantially the same form as the document enclosed herewith. The District is also offering the affected individuals a complimentary one year membership in credit monitoring and identity theft protection services through Experian and has provided a dedicated phone number to answer any questions that individuals may have regarding the incident.","Security Breach Letter","","2018","37.441883","-122.143020"
"February 14, 2018","Hamilton Acquisition Corp. t/a Stallings Group","Chesapeake","Virginia","DISC","BSR","7","The Social Security number of each employee was visible through the window of the envelope used to mail W2s to employees.","Security Breach Letter","","2018","36.768209","-76.287493"
"February 14, 2018","Management Services, LLC","Chesapeake","Virginia","DISC","BSR","53","The Social Security number of each employee was visible through the window of the envelope used to mail W2s to employees.","Security Breach Letter","","2018","36.768209","-76.287493"
"February 14, 2018","Thomas Edison State University","Trenton","New Jersey","HACK","EDU","557","Thomas Edison State University discovered that an unauthorized user accessed a Thomas Edison employee's email account. Based upon its investigation to date, Thomas Edison reasonably believes that the Unauthorized User improperly acquired the personal information of 557 individuals, including 13 residents of the North Carolina. The personal information acquired includes names and Social Security numbers. This incident was isolated to a single email account and the Unauthorized User did not gain access to Thomas Edison's network.","Security Breach Letter","","2018","40.217053","-74.742938"
"February 13, 2018","Medical Science & Computing, LLC","Rockville","Maryland","DISC","BSR","137","Medical Science & Computing, LLC suffered a breach affecting 139 (paper) records, which included account numbers.","Security Breach Letter","","2018","39.083997","-77.152758"
"February 13, 2018","Bed Bath & Beyond, Inc.","Union","New Jersey","INSD","BSR","139","A call center employee processing orders over the phone illegally compromised three customers' credit card information. BB&B recently determined that this same employee processed an order for one North Carolina resident over the phone between November 21, 2017 and December 8, 2017, although they do not know if that customer's credit card number was compromised.","Security Breach Letter","","2018","40.697590","-74.263164"
"February 13, 2018","Central Islip Union Free School District","Central Islip","New York","DISC","EDU","1,362","On February 1, 2018, Central Islip Union Free School District  learned of a potential data incident which may have resulted in unauthorized access to certain personal information. Specifically, a window envelope was utilized to mail certain forms to current and former employees of the District. It appears if the contents were placed in a certain way within the envelope and the envelope was tapped in various ways it may have permitted some information to be viewable through the envelope's window. The data elements involved may have included name, address, and Social Security number.","Security Breach Letter","","2018","40.790654","-73.201781"
"February 13, 2018","Kingston Residence of Hickory, LLC","Hickory","North Carolina","DISC","MED","10","A clerical mistake lead to including 2 separate 1099's in one envelope resulting in the unauthorized disclosure of 1099 information to other vendors","Security Breach Letter","","2018","35.734454","-81.344457"
"February 13, 2018","Perry & Associates CPA's A.C.","Marietta","Ohio","HACK","BSR","2,450","Perry & Associates recently learned that malware may have been deployed upon Perry & Associates' computer network. Upon learning of the incident, Perry & Associates commenced a prompt and thorough investigation and has been working closely with the IRS. Perry & Associates has devoted considerable time and effort to determine whether client data was at risk as a result of the malware. The extensive forensic investigation concluded that a limited number of computer files may have been compromised on November 18, 2017. Since completing the investigation, Perry & Associates concluded that because some computer files may have been compromised, an unknown individual may have had access, via those compromised computer documents, to personal information belonging to clients. Perry & Associates discovered on January 16, 2018 that the information available in the potentially compromised files included client full name and Social Security number, and may have also included driver's license number and bank account information, to the extent that information was provided to Perry & Associates.","Security Breach Letter","","2018","33.952602","-84.549933"
"February 13, 2018","Principal Life Insurance Company","Des Moines","Iowa","DISC","BSF","1","Principal received a Pension Death Benefit Claim form in the mail room via Federal Express from the customer. When the package arrived at the recipients desk, it was empty.","Security Breach Letter","","2018","41.600545","-93.609106"
"February 13, 2018","Eastern Shore Rural Health, Inc.","Onancock","Virginia","HACK","MED","287","On February 2, 2018, Eastern Shore began to receive reports from several employees that unauthorized individuals attempted to file fraudulent tax returns in their name. At this point, there is no indication that employee data was accessed without authorization on Eastern Shore's systems. However, due to the timing of the reports of fraudulent tax returns being filed, Eastern Shore is notifying its employees of the potential incident so they can take steps to protect themselves. Eastern Shore will continue to investigate the incident and remediate any issues discovered.","Security Breach Letter","","2018","37.711797","-75.749097"
"February 12, 2018","Goldman Sachs & Co. LLC","New York","New York","HACK","BSF","32","On January 11, 2018, Aperio Group, LLC, a third party investment manager used by Goldman Sachs, discovered that the email accounts of two of its employees were compromised by a sophisticated phishing attack which resulted in an unauthorized auto-forward rule being applied to those two employees' accounts. This caused all emails sent to those accounts between August 21, 2017, and January 11, 2018, to be blind copied to two external email addresses. The personal information involved in the incident consisted of the account name and account number for a Goldman Sachs account owned by two residents of North Carolina.","Security Breach Letter","","2018","43.299429","-74.217933"
"February 9, 2018","Intuit Inc.","Mountain View","California","HACK","BSF","31","Intuit, Inc. suffered a data breach that affected 31 records, which included both Driver's License and SSN data.","Security Breach Letter","","2018","37.386052","-122.083851"
"February 9, 2018","City of Thomasville","Thomasville","North Carolina","DISC","GOV","269","A public records request for employee payroll information was received. The documents were prepared by the Human Resources Department. One of the documents that was released had un-formatted SSN. They were not identified as SSN. Once the document was released to the person who requested they posted the information on a Closed Facebook page. The SSN were not identified. I was notified about the post and contacted our City Attorney. Person posting info and Facebook was notified and the information was taken down approximately 3 hours after we learned it was posted.","Security Breach Letter","","2018","30.836582","-83.978781"
"February 9, 2018","Kinetics Systems, Inc.","Livermore","California","HACK","BSR","875","On February 1, 2018, Kinetics received notice that an inadvertent data exposure occurred on January 25, 2018. Kinetics experienced a ""phishing"" attack - via fraudulent email a scammer posed as an Officer of Kinetics, and obtained personal information of current and past employees who worked at Kinetics during 2017.","Security Breach Letter","","2018","37.681875","-121.768009"
"February 8, 2018","Fontainebleau Miami Beach","Miami Beach","Florida","INSD","BSR","158","Fontainebleau Miami Beach suffered a data breach affecting 158 records which included both Credit card and debit card information.","Security Breach Letter","","2018","25.790654","-80.130046"
"February 8, 2018","Corporate Employment Resources, Inc.","Southfield","Michigan","DISC","BSR","4,086","On January 26, 2018, a Company employee sent an e-mail  to other current and former Company employees who were authorized to receive the e-mail but inadvertently attached a document not intended for the recipients. The erroneous attachment contained the intended recipients' personal information as well as the personal information of other current and former employees, including first and last names and Social Security numbers. The Company employee realized her error almost immediately in sending the January 26 e-mail and promptly notified the Company on that day. The Company has asked all recipients of the January 26 e-mail to delete it (along with the erroneous attachment) and to confirm the deletion. The Company is in the process of collecting confirmations of the deletion.","Security Breach Letter","","2018","42.473369","-83.221873"
